[DEBUG] 2024-02-26 20-42-15.008 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2024-02-26 20-42-15.012 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2024-02-26 20-42-15.015 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2024-02-26 20-42-15.103 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2024-02-26 20-42-15.105 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2024-02-26 20-42-15.241 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2024-02-26 20-42-15.245 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2024-02-26 20-42-15.251 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2024-02-26 20-42-15.451 [main] Configuration - Building session factory using internal StandardServiceRegistryBuilder
[DEBUG] 2024-02-26 20-42-15.456 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2024-02-26 20-42-15.457 [main] Configuration - Building session factory using provided StandardServiceRegistry
[DEBUG] 2024-02-26 20-42-15.469 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2024-02-26 20-42-15.469 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2024-02-26 20-42-15.481 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2024-02-26 20-42-15.527 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@36a6bea6
[DEBUG] 2024-02-26 20-42-15.527 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@36a6bea6
[DEBUG] 2024-02-26 20-42-15.527 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@36a6bea6
[DEBUG] 2024-02-26 20-42-15.528 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@a62c7cd
[DEBUG] 2024-02-26 20-42-15.529 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@7903d448
[DEBUG] 2024-02-26 20-42-15.530 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@1f0b3cfe
[DEBUG] 2024-02-26 20-42-15.531 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@858d8b4
[DEBUG] 2024-02-26 20-42-15.531 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@858d8b4
[DEBUG] 2024-02-26 20-42-15.532 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@858d8b4
[DEBUG] 2024-02-26 20-42-15.533 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@312b34e3
[DEBUG] 2024-02-26 20-42-15.533 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@312b34e3
[DEBUG] 2024-02-26 20-42-15.534 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@312b34e3
[DEBUG] 2024-02-26 20-42-15.535 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@216e0771
[DEBUG] 2024-02-26 20-42-15.535 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@216e0771
[DEBUG] 2024-02-26 20-42-15.535 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@216e0771
[DEBUG] 2024-02-26 20-42-15.536 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@dc79225
[DEBUG] 2024-02-26 20-42-15.536 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@dc79225
[DEBUG] 2024-02-26 20-42-15.542 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@dc79225
[DEBUG] 2024-02-26 20-42-15.543 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@fd9ebde
[DEBUG] 2024-02-26 20-42-15.543 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@fd9ebde
[DEBUG] 2024-02-26 20-42-15.543 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@fd9ebde
[DEBUG] 2024-02-26 20-42-15.544 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@33899f7a
[DEBUG] 2024-02-26 20-42-15.544 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@33899f7a
[DEBUG] 2024-02-26 20-42-15.545 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@33899f7a
[DEBUG] 2024-02-26 20-42-15.546 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@e9ef5b6
[DEBUG] 2024-02-26 20-42-15.547 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@e9ef5b6
[DEBUG] 2024-02-26 20-42-15.547 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@e9ef5b6
[DEBUG] 2024-02-26 20-42-15.548 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@2436ea2f
[DEBUG] 2024-02-26 20-42-15.549 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@2436ea2f
[DEBUG] 2024-02-26 20-42-15.549 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@59f93db8
[DEBUG] 2024-02-26 20-42-15.550 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@59f93db8
[DEBUG] 2024-02-26 20-42-15.551 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@292158f8
[DEBUG] 2024-02-26 20-42-15.551 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@292158f8
[DEBUG] 2024-02-26 20-42-15.551 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@5d5c04f9
[DEBUG] 2024-02-26 20-42-15.563 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@4339baec
[DEBUG] 2024-02-26 20-42-15.564 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@1a4d1ab7
[DEBUG] 2024-02-26 20-42-15.564 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@1a4d1ab7
[DEBUG] 2024-02-26 20-42-15.565 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@2a3194c6
[DEBUG] 2024-02-26 20-42-15.565 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@2a3194c6
[DEBUG] 2024-02-26 20-42-15.566 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@1e469dfd
[DEBUG] 2024-02-26 20-42-15.567 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@1e469dfd
[DEBUG] 2024-02-26 20-42-15.568 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@1907874b
[DEBUG] 2024-02-26 20-42-15.568 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@1907874b
[DEBUG] 2024-02-26 20-42-15.569 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@767191b1
[DEBUG] 2024-02-26 20-42-15.570 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@767191b1
[DEBUG] 2024-02-26 20-42-15.571 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@fab35b1
[DEBUG] 2024-02-26 20-42-15.571 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@fab35b1
[DEBUG] 2024-02-26 20-42-15.572 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@2f37f1f9
[DEBUG] 2024-02-26 20-42-15.573 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@2f37f1f9
[DEBUG] 2024-02-26 20-42-15.574 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@48d293ee
[DEBUG] 2024-02-26 20-42-15.574 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@48d293ee
[DEBUG] 2024-02-26 20-42-15.576 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@4ac86d6a
[DEBUG] 2024-02-26 20-42-15.576 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@4ac86d6a
[DEBUG] 2024-02-26 20-42-15.577 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@38d17d80
[DEBUG] 2024-02-26 20-42-15.578 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@38d17d80
[DEBUG] 2024-02-26 20-42-15.579 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@10a0fe30
[DEBUG] 2024-02-26 20-42-15.579 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@10a0fe30
[DEBUG] 2024-02-26 20-42-15.580 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@6069dd38
[DEBUG] 2024-02-26 20-42-15.580 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@6069dd38
[DEBUG] 2024-02-26 20-42-15.580 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@6069dd38
[DEBUG] 2024-02-26 20-42-15.581 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@6d1dcdff
[DEBUG] 2024-02-26 20-42-15.582 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@2f236de0
[DEBUG] 2024-02-26 20-42-15.582 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@2f236de0
[DEBUG] 2024-02-26 20-42-15.582 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@2f236de0
[DEBUG] 2024-02-26 20-42-15.583 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@26f46fa6
[DEBUG] 2024-02-26 20-42-15.583 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@26c47874
[DEBUG] 2024-02-26 20-42-15.583 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@26c47874
[DEBUG] 2024-02-26 20-42-15.585 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@7a0e7ecd
[DEBUG] 2024-02-26 20-42-15.585 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@7a0e7ecd
[DEBUG] 2024-02-26 20-42-15.586 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@5b852b49
[DEBUG] 2024-02-26 20-42-15.586 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@5b852b49
[DEBUG] 2024-02-26 20-42-15.587 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@80bfdc6
[DEBUG] 2024-02-26 20-42-15.587 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@80bfdc6
[DEBUG] 2024-02-26 20-42-15.587 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@e84fb85
[DEBUG] 2024-02-26 20-42-15.587 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@e84fb85
[DEBUG] 2024-02-26 20-42-15.588 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@117525fe
[DEBUG] 2024-02-26 20-42-15.589 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@e57e5d6
[DEBUG] 2024-02-26 20-42-15.589 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@e57e5d6
[DEBUG] 2024-02-26 20-42-15.589 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@e57e5d6
[DEBUG] 2024-02-26 20-42-15.590 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@654c7d2d
[DEBUG] 2024-02-26 20-42-15.590 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@654c7d2d
[DEBUG] 2024-02-26 20-42-15.590 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@654c7d2d
[DEBUG] 2024-02-26 20-42-15.593 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@277b8fa4
[DEBUG] 2024-02-26 20-42-15.594 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@5460b754
[DEBUG] 2024-02-26 20-42-15.595 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@12fcc71f
[DEBUG] 2024-02-26 20-42-15.595 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@12fcc71f
